,season,match_id,inning,batting_team,batsman,batsman_runs,balls_faced,Strike-Rate,More-Than-30,More-Than-50,More-Than-100
1228,2009,80,2,Kings XI Punjab,K Goel,20,29.0,68.97,0,0,0
1229,2009,80,2,Kings XI Punjab,KC Sangakkara,17,23.0,73.91,0,0,0
1230,2009,80,2,Kings XI Punjab,PP Chawla,3,4.0,75.0,0,0,0
1231,2009,80,2,Kings XI Punjab,SM Katich,3,5.0,60.0,0,0,0
1232,2009,80,2,Kings XI Punjab,TM Srivastava,0,1.0,0.0,0,0,0
1233,2009,80,2,Kings XI Punjab,Yuvraj Singh,50,34.0,147.06,1,1,0
1234,2009,81,1,Deccan Chargers,AA Bilakhia,1,5.0,20.0,0,0,0
1235,2009,81,1,Deccan Chargers,AC Gilchrist,39,35.0,111.43,1,0,0
1236,2009,81,1,Deccan Chargers,DR Smith,7,8.0,87.5,0,0,0
1237,2009,81,1,Deccan Chargers,HH Gibbs,8,10.0,80.0,0,0,0
1238,2009,81,1,Deccan Chargers,RG Sharma,38,32.0,118.75,1,0,0
1239,2009,81,1,Deccan Chargers,TL Suman,41,30.0,136.67,1,0,0
1240,2009,81,2,Rajasthan Royals,AS Raut,36,23.0,156.52,1,0,0
1241,2009,81,2,Rajasthan Royals,GC Smith,0,2.0,0.0,0,0,0
1242,2009,81,2,Rajasthan Royals,LA Carseldine,39,32.0,121.88,1,0,0
1243,2009,81,2,Rajasthan Royals,NV Ojha,0,6.0,0.0,0,0,0
1244,2009,81,2,Rajasthan Royals,RA Jadeja,12,17.0,70.59,0,0,0
1245,2009,81,2,Rajasthan Royals,SA Asnodkar,0,1.0,0.0,0,0,0
1246,2009,81,2,Rajasthan Royals,SK Warne,21,17.0,123.53,0,0,0
1247,2009,81,2,Rajasthan Royals,SM Harwood,3,7.0,42.86,0,0,0
1248,2009,81,2,Rajasthan Royals,YK Pathan,24,14.0,171.43,0,0,0
1249,2009,82,1,Chennai Super Kings,JA Morkel,6,4.0,150.0,0,0,0
1250,2009,82,1,Chennai Super Kings,JDP Oram,3,7.0,42.86,0,0,0
1251,2009,82,1,Chennai Super Kings,L Balaji,2,3.0,66.67,0,0,0
1252,2009,82,1,Chennai Super Kings,M Muralitharan,3,4.0,75.0,0,0,0
1253,2009,82,1,Chennai Super Kings,M Vijay,14,13.0,107.69,0,0,0
1254,2009,82,1,Chennai Super Kings,ML Hayden,30,19.0,157.89,1,0,0
1255,2009,82,1,Chennai Super Kings,MS Dhoni,6,7.0,85.71,0,0,0
1256,2009,82,1,Chennai Super Kings,S Badrinath,45,34.0,132.35,1,0,0
1257,2009,82,1,Chennai Super Kings,SB Jakati,13,8.0,162.5,0,0,0
1258,2009,82,1,Chennai Super Kings,SK Raina,32,21.0,152.38,1,0,0
1259,2009,82,2,Delhi Daredevils,A Mishra,11,8.0,137.5,0,0,0
1260,2009,82,2,Delhi Daredevils,AB de Villiers,0,1.0,0.0,0,0,0
1261,2009,82,2,Delhi Daredevils,DA Warner,51,40.0,127.5,1,1,0
1262,2009,82,2,Delhi Daredevils,G Gambhir,13,14.0,92.86,0,0,0
1263,2009,82,2,Delhi Daredevils,KD Karthik,52,31.0,167.74,1,1,0
1264,2009,82,2,Delhi Daredevils,M Manhas,0,4.0,0.0,0,0,0
1265,2009,82,2,Delhi Daredevils,PJ Sangwan,0,3.0,0.0,0,0,0
1266,2009,82,2,Delhi Daredevils,R Bhatia,2,7.0,28.57,0,0,0
1267,2009,82,2,Delhi Daredevils,TM Dilshan,13,13.0,100.0,0,0,0
1268,2009,83,1,Kolkata Knight Riders,BB McCullum,19,31.0,61.29,0,0,0
1269,2009,83,1,Kolkata Knight Riders,BJ Hodge,70,43.0,162.79,1,1,0
1270,2009,83,1,Kolkata Knight Riders,CH Gayle,17,17.0,100.0,0,0,0
1271,2009,83,1,Kolkata Knight Riders,MN van Wyk,18,12.0,150.0,0,0,0
1272,2009,83,1,Kolkata Knight Riders,SC Ganguly,22,17.0,129.41,0,0,0
1273,2009,83,2,Kings XI Punjab,DPMD Jayawardene,52,41.0,126.83,1,1,0
1274,2009,83,2,Kings XI Punjab,IK Pathan,19,16.0,118.75,0,0,0
1275,2009,83,2,Kings XI Punjab,KC Sangakkara,0,2.0,0.0,0,0,0
1276,2009,83,2,Kings XI Punjab,S Sohal,25,17.0,147.06,0,0,0
1277,2009,83,2,Kings XI Punjab,SM Katich,34,28.0,121.43,1,0,0
1278,2009,83,2,Kings XI Punjab,Yuvraj Singh,14,16.0,87.5,0,0,0
1279,2009,84,1,Mumbai Indians,AM Nayar,29,20.0,145.0,0,0,0
1280,2009,84,1,Mumbai Indians,AM Rahane,0,1.0,0.0,0,0,0
1281,2009,84,1,Mumbai Indians,DJ Bravo,50,40.0,125.0,1,1,0
1282,2009,84,1,Mumbai Indians,JP Duminy,1,6.0,16.67,0,0,0
1283,2009,84,1,Mumbai Indians,SR Tendulkar,11,11.0,100.0,0,0,0
1284,2009,84,1,Mumbai Indians,ST Jayasuriya,52,43.0,120.93,1,1,0
1285,2009,84,2,Royal Challengers Bangalore,JH Kallis,69,59.0,116.95,1,1,0
1286,2009,84,2,Royal Challengers Bangalore,RV Uthappa,66,42.0,157.14,1,1,0
1287,2009,84,2,Royal Challengers Bangalore,W Jaffer,7,8.0,87.5,0,0,0
1288,2009,85,1,Chennai Super Kings,JA Morkel,4,5.0,80.0,0,0,0
1289,2009,85,1,Chennai Super Kings,M Vijay,31,33.0,93.94,1,0,0
1290,2009,85,1,Chennai Super Kings,ML Hayden,43,26.0,165.38,1,0,0
1291,2009,85,1,Chennai Super Kings,MS Dhoni,58,37.0,156.76,1,1,0
1292,2009,85,1,Chennai Super Kings,SK Raina,32,19.0,168.42,1,0,0
1293,2009,85,2,Deccan Chargers,AC Gilchrist,0,1.0,0.0,0,0,0
1294,2009,85,2,Deccan Chargers,DR Smith,49,23.0,213.04,1,0,0
1295,2009,85,2,Deccan Chargers,HH Gibbs,0,2.0,0.0,0,0,0
1296,2009,85,2,Deccan Chargers,PP Ojha,0,2.0,0.0,0,0,0
1297,2009,85,2,Deccan Chargers,RG Sharma,21,20.0,105.0,0,0,0
1298,2009,85,2,Deccan Chargers,RJ Harris,1,4.0,25.0,0,0,0
1299,2009,85,2,Deccan Chargers,RP Singh,2,6.0,33.33,0,0,0
1300,2009,85,2,Deccan Chargers,Shoaib Ahmed,1,2.0,50.0,0,0,0
1301,2009,85,2,Deccan Chargers,TL Suman,17,17.0,100.0,0,0,0
1302,2009,85,2,Deccan Chargers,VVS Laxman,0,7.0,0.0,0,0,0
1303,2009,85,2,Deccan Chargers,Y Venugopal Rao,2,5.0,40.0,0,0,0
1304,2009,86,1,Rajasthan Royals,AS Raut,1,1.0,100.0,0,0,0
1305,2009,86,1,Rajasthan Royals,GC Smith,77,44.0,175.0,1,1,0
1306,2009,86,1,Rajasthan Royals,LA Carseldine,16,9.0,177.78,0,0,0
1307,2009,86,1,Rajasthan Royals,NV Ojha,68,51.0,133.33,1,1,0
1308,2009,86,1,Rajasthan Royals,RA Jadeja,33,12.0,275.0,1,0,0
1309,2009,86,1,Rajasthan Royals,YK Pathan,12,7.0,171.43,0,0,0
1310,2009,86,2,Kings XI Punjab,DPMD Jayawardene,9,11.0,81.82,0,0,0
1311,2009,86,2,Kings XI Punjab,IK Pathan,19,17.0,111.76,0,0,0
1312,2009,86,2,Kings XI Punjab,K Goel,1,4.0,25.0,0,0,0
1313,2009,86,2,Kings XI Punjab,KC Sangakkara,11,15.0,73.33,0,0,0
1314,2009,86,2,Kings XI Punjab,PP Chawla,6,7.0,85.71,0,0,0
1315,2009,86,2,Kings XI Punjab,RR Powar,6,7.0,85.71,0,0,0
1316,2009,86,2,Kings XI Punjab,S Sohal,0,1.0,0.0,0,0,0
1317,2009,86,2,Kings XI Punjab,S Sreesanth,4,8.0,50.0,0,0,0
1318,2009,86,2,Kings XI Punjab,SM Katich,10,13.0,76.92,0,0,0
1319,2009,86,2,Kings XI Punjab,Yuvraj Singh,48,37.0,129.73,1,0,0
1320,2009,87,1,Kolkata Knight Riders,BB McCullum,35,29.0,120.69,1,0,0
1321,2009,87,1,Kolkata Knight Riders,BJ Hodge,10,19.0,52.63,0,0,0
1322,2009,87,1,Kolkata Knight Riders,MC Henriques,30,24.0,125.0,1,0,0
1323,2009,87,1,Kolkata Knight Riders,MN van Wyk,74,48.0,154.17,1,1,0
1324,2009,87,1,Kolkata Knight Riders,WP Saha,1,1.0,100.0,0,0,0
1325,2009,87,2,Delhi Daredevils,DA Warner,36,23.0,156.52,1,0,0
1326,2009,87,2,Delhi Daredevils,G Gambhir,71,57.0,124.56,1,1,0
1327,2009,87,2,Delhi Daredevils,TM Dilshan,42,34.0,123.53,1,0,0
1328,2009,88,1,Deccan Chargers,AC Gilchrist,25,29.0,86.21,0,0,0
1329,2009,88,1,Deccan Chargers,DB Ravi Teja,4,4.0,100.0,0,0,0
1330,2009,88,1,Deccan Chargers,DR Smith,16,12.0,133.33,0,0,0
1331,2009,88,1,Deccan Chargers,HH Gibbs,0,5.0,0.0,0,0,0
1332,2009,88,1,Deccan Chargers,RG Sharma,38,36.0,105.56,1,0,0
1333,2009,88,1,Deccan Chargers,RJ Harris,5,4.0,125.0,0,0,0
1334,2009,88,1,Deccan Chargers,TL Suman,20,13.0,153.85,0,0,0
1335,2009,88,1,Deccan Chargers,Y Venugopal Rao,28,17.0,164.71,0,0,0
1336,2009,88,2,Mumbai Indians,AM Nayar,1,4.0,25.0,0,0,0
1337,2009,88,2,Mumbai Indians,DJ Bravo,13,16.0,81.25,0,0,0
1338,2009,88,2,Mumbai Indians,DS Kulkarni,7,9.0,77.78,0,0,0
1339,2009,88,2,Mumbai Indians,Harbhajan Singh,0,1.0,0.0,0,0,0
1340,2009,88,2,Mumbai Indians,JP Duminy,52,48.0,108.33,1,1,0
1341,2009,88,2,Mumbai Indians,PR Shah,29,19.0,152.63,0,0,0
1342,2009,88,2,Mumbai Indians,RR Raje,11,7.0,157.14,0,0,0
1343,2009,88,2,Mumbai Indians,SR Tendulkar,2,4.0,50.0,0,0,0
1344,2009,88,2,Mumbai Indians,SS Tiwary,3,5.0,60.0,0,0,0
1345,2009,88,2,Mumbai Indians,ST Jayasuriya,5,7.0,71.43,0,0,0
1346,2009,89,1,Royal Challengers Bangalore,D du Preez,10,13.0,76.92,0,0,0
1347,2009,89,1,Royal Challengers Bangalore,JH Kallis,10,14.0,71.43,0,0,0
1348,2009,89,1,Royal Challengers Bangalore,MV Boucher,6,8.0,75.0,0,0,0
1349,2009,89,1,Royal Challengers Bangalore,P Kumar,7,4.0,175.0,0,0,0
1350,2009,89,1,Royal Challengers Bangalore,R Dravid,0,2.0,0.0,0,0,0
1351,2009,89,1,Royal Challengers Bangalore,R Vinay Kumar,12,13.0,92.31,0,0,0
1352,2009,89,1,Royal Challengers Bangalore,RE van der Merwe,15,16.0,93.75,0,0,0
1353,2009,89,1,Royal Challengers Bangalore,RV Uthappa,17,20.0,85.0,0,0,0
1354,2009,89,1,Royal Challengers Bangalore,V Kohli,15,22.0,68.18,0,0,0
1355,2009,89,1,Royal Challengers Bangalore,W Jaffer,8,9.0,88.89,0,0,0
1356,2009,89,2,Rajasthan Royals,GC Smith,20,22.0,90.91,0,0,0
1357,2009,89,2,Rajasthan Royals,LA Carseldine,9,8.0,112.5,0,0,0
1358,2009,89,2,Rajasthan Royals,NV Ojha,52,38.0,136.84,1,1,0
1359,2009,89,2,Rajasthan Royals,RA Jadeja,1,3.0,33.33,0,0,0
1360,2009,89,2,Rajasthan Royals,YK Pathan,22,19.0,115.79,0,0,0
1361,2009,90,1,Chennai Super Kings,JA Morkel,2,2.0,100.0,0,0,0
1362,2009,90,1,Chennai Super Kings,ML Hayden,89,58.0,153.45,1,1,0
1363,2009,90,1,Chennai Super Kings,MS Dhoni,56,27.0,207.41,1,1,0
1364,2009,90,1,Chennai Super Kings,S Badrinath,0,1.0,0.0,0,0,0
1365,2009,90,1,Chennai Super Kings,SK Raina,32,20.0,160.0,1,0,0
1366,2009,90,2,Kings XI Punjab,DPMD Jayawardene,44,25.0,176.0,1,0,0
1367,2009,90,2,Kings XI Punjab,K Goel,14,20.0,70.0,0,0,0
1368,2009,90,2,Kings XI Punjab,S Sohal,2,2.0,100.0,0,0,0
1369,2009,90,2,Kings XI Punjab,SM Katich,50,25.0,200.0,1,1,0
1370,2009,90,2,Kings XI Punjab,Yuvraj Singh,58,36.0,161.11,1,1,0
1371,2009,91,1,Mumbai Indians,AM Nayar,18,28.0,64.29,0,0,0
1372,2009,91,1,Mumbai Indians,AM Rahane,12,12.0,100.0,0,0,0
1373,2009,91,1,Mumbai Indians,DJ Bravo,35,30.0,116.67,1,0,0
1374,2009,91,1,Mumbai Indians,DS Kulkarni,1,4.0,25.0,0,0,0
1375,2009,91,1,Mumbai Indians,Harbhajan Singh,10,6.0,166.67,0,0,0
1376,2009,91,1,Mumbai Indians,JP Duminy,0,4.0,0.0,0,0,0
1377,2009,91,1,Mumbai Indians,L Ronchi,0,2.0,0.0,0,0,0
1378,2009,91,1,Mumbai Indians,PR Shah,11,20.0,55.0,0,0,0
1379,2009,91,1,Mumbai Indians,RR Raje,1,2.0,50.0,0,0,0
1380,2009,91,1,Mumbai Indians,SR Tendulkar,15,14.0,107.14,0,0,0
1381,2009,91,2,Delhi Daredevils,AB de Villiers,50,38.0,131.58,1,1,0
1382,2009,91,2,Delhi Daredevils,DA Warner,21,30.0,70.0,0,0,0
1383,2009,91,2,Delhi Daredevils,G Gambhir,19,23.0,82.61,0,0,0
1384,2009,91,2,Delhi Daredevils,KD Karthik,5,3.0,166.67,0,0,0
1385,2009,91,2,Delhi Daredevils,TM Dilshan,17,19.0,89.47,0,0,0
1386,2009,92,1,Deccan Chargers,A Symonds,60,36.0,166.67,1,1,0
1387,2009,92,1,Deccan Chargers,AC Gilchrist,20,16.0,125.0,0,0,0
1388,2009,92,1,Deccan Chargers,HH Gibbs,13,13.0,100.0,0,0,0
1389,2009,92,1,Deccan Chargers,RG Sharma,9,15.0,60.0,0,0,0
1390,2009,92,1,Deccan Chargers,TL Suman,27,17.0,158.82,0,0,0
1391,2009,92,1,Deccan Chargers,Y Venugopal Rao,32,25.0,128.0,1,0,0
1392,2009,92,2,Kings XI Punjab,B Lee,14,10.0,140.0,0,0,0
1393,2009,92,2,Kings XI Punjab,DPMD Jayawardene,43,28.0,153.57,1,0,0
1394,2009,92,2,Kings XI Punjab,IK Pathan,10,12.0,83.33,0,0,0
1395,2009,92,2,Kings XI Punjab,KC Sangakkara,25,18.0,138.89,0,0,0
1396,2009,92,2,Kings XI Punjab,PP Chawla,8,6.0,133.33,0,0,0
1397,2009,92,2,Kings XI Punjab,S Sohal,30,17.0,176.47,1,0,0
1398,2009,92,2,Kings XI Punjab,SM Katich,9,11.0,81.82,0,0,0
1399,2009,92,2,Kings XI Punjab,WA Mota,3,4.0,75.0,0,0,0
1400,2009,92,2,Kings XI Punjab,Yuvraj Singh,18,13.0,138.46,0,0,0
1401,2009,93,1,Rajasthan Royals,AS Raut,7,5.0,140.0,0,0,0
1402,2009,93,1,Rajasthan Royals,GC Smith,30,33.0,90.91,1,0,0
1403,2009,93,1,Rajasthan Royals,LA Carseldine,9,8.0,112.5,0,0,0
1404,2009,93,1,Rajasthan Royals,NV Ojha,0,2.0,0.0,0,0,0
1405,2009,93,1,Rajasthan Royals,RA Jadeja,27,19.0,142.11,0,0,0
1406,2009,93,1,Rajasthan Royals,SA Asnodkar,26,25.0,104.0,0,0,0
1407,2009,93,1,Rajasthan Royals,SK Warne,21,11.0,190.91,0,0,0
1408,2009,93,1,Rajasthan Royals,SM Harwood,6,7.0,85.71,0,0,0
1409,2009,93,1,Rajasthan Royals,YK Pathan,7,11.0,63.64,0,0,0
1410,2009,93,2,Chennai Super Kings,JDP Oram,1,2.0,50.0,0,0,0
1411,2009,93,2,Chennai Super Kings,M Vijay,10,12.0,83.33,0,0,0
1412,2009,93,2,Chennai Super Kings,ML Hayden,48,44.0,109.09,1,0,0
1413,2009,93,2,Chennai Super Kings,S Badrinath,59,41.0,143.9,1,1,0
1414,2009,93,2,Chennai Super Kings,SK Raina,13,11.0,118.18,0,0,0
1415,2009,94,1,Mumbai Indians,AM Rahane,62,49.0,126.53,1,1,0
1416,2009,94,1,Mumbai Indians,JP Duminy,59,41.0,143.9,1,1,0
1417,2009,94,1,Mumbai Indians,SR Tendulkar,0,3.0,0.0,0,0,0
1418,2009,94,1,Mumbai Indians,ST Jayasuriya,29,27.0,107.41,0,0,0
1419,2009,94,2,Royal Challengers Bangalore,A Kumble,7,6.0,116.67,0,0,0
1420,2009,94,2,Royal Challengers Bangalore,JH Kallis,12,10.0,120.0,0,0,0
1421,2009,94,2,Royal Challengers Bangalore,LRPL Taylor,16,16.0,100.0,0,0,0
1422,2009,94,2,Royal Challengers Bangalore,MV Boucher,48,33.0,145.45,1,0,0
1423,2009,94,2,Royal Challengers Bangalore,R Dravid,10,12.0,83.33,0,0,0
1424,2009,94,2,Royal Challengers Bangalore,R Vinay Kumar,7,12.0,58.33,0,0,0
1425,2009,94,2,Royal Challengers Bangalore,RE van der Merwe,3,4.0,75.0,0,0,0
1426,2009,94,2,Royal Challengers Bangalore,RV Uthappa,4,5.0,80.0,0,0,0
1427,2009,94,2,Royal Challengers Bangalore,V Kohli,20,22.0,90.91,0,0,0
1428,2009,95,1,Kolkata Knight Riders,AB Agarkar,39,29.0,134.48,1,0,0
1429,2009,95,1,Kolkata Knight Riders,BB McCullum,6,3.0,200.0,0,0,0
1430,2009,95,1,Kolkata Knight Riders,BJ Hodge,0,3.0,0.0,0,0,0
1431,2009,95,1,Kolkata Knight Riders,M Kartik,11,10.0,110.0,0,0,0
1432,2009,95,1,Kolkata Knight Riders,MC Henriques,2,8.0,25.0,0,0,0
1433,2009,95,1,Kolkata Knight Riders,MN van Wyk,0,2.0,0.0,0,0,0
1434,2009,95,1,Kolkata Knight Riders,SC Ganguly,44,45.0,97.78,1,0,0
1435,2009,95,1,Kolkata Knight Riders,WP Saha,0,1.0,0.0,0,0,0
1436,2009,95,1,Kolkata Knight Riders,Yashpal Singh,13,20.0,65.0,0,0,0
1437,2009,95,2,Delhi Daredevils,AB de Villiers,40,32.0,125.0,1,0,0
1438,2009,95,2,Delhi Daredevils,DA Warner,36,23.0,156.52,1,0,0
1439,2009,95,2,Delhi Daredevils,G Gambhir,18,24.0,75.0,0,0,0
1440,2009,95,2,Delhi Daredevils,KD Karthik,17,22.0,77.27,0,0,0
1441,2009,95,2,Delhi Daredevils,TM Dilshan,1,2.0,50.0,0,0,0
1442,2009,96,1,Deccan Chargers,A Symonds,30,19.0,157.89,1,0,0
1443,2009,96,1,Deccan Chargers,AC Gilchrist,10,11.0,90.91,0,0,0
1444,2009,96,1,Deccan Chargers,DB Ravi Teja,7,3.0,233.33,0,0,0
1445,2009,96,1,Deccan Chargers,DR Smith,47,32.0,146.88,1,0,0
1446,2009,96,1,Deccan Chargers,RG Sharma,9,14.0,64.29,0,0,0
1447,2009,96,1,Deccan Chargers,TL Suman,29,19.0,152.63,0,0,0
1448,2009,96,1,Deccan Chargers,WPUJC Vaas,20,15.0,133.33,0,0,0
1449,2009,96,1,Deccan Chargers,Y Venugopal Rao,12,7.0,171.43,0,0,0
1450,2009,96,2,Rajasthan Royals,AS Raut,1,2.0,50.0,0,0,0
1451,2009,96,2,Rajasthan Royals,GC Smith,1,3.0,33.33,0,0,0
1452,2009,96,2,Rajasthan Royals,LA Carseldine,8,11.0,72.73,0,0,0
1453,2009,96,2,Rajasthan Royals,M Morkel,8,8.0,100.0,0,0,0
1454,2009,96,2,Rajasthan Royals,MM Patel,5,7.0,71.43,0,0,0
1455,2009,96,2,Rajasthan Royals,NV Ojha,16,14.0,114.29,0,0,0
1456,2009,96,2,Rajasthan Royals,RA Jadeja,19,20.0,95.0,0,0,0
1457,2009,96,2,Rajasthan Royals,SA Asnodkar,44,39.0,112.82,1,0,0
1458,2009,96,2,Rajasthan Royals,SK Trivedi,1,5.0,20.0,0,0,0
1459,2009,96,2,Rajasthan Royals,SK Warne,0,1.0,0.0,0,0,0
1460,2009,96,2,Rajasthan Royals,YK Pathan,6,7.0,85.71,0,0,0
1461,2009,97,1,Kolkata Knight Riders,AD Mathews,16,13.0,123.08,0,0,0
1462,2009,97,1,Kolkata Knight Riders,AN Ghosh,7,7.0,100.0,0,0,0
1463,2009,97,1,Kolkata Knight Riders,BB McCullum,84,64.0,131.25,1,1,0
1464,2009,97,1,Kolkata Knight Riders,DJ Hussey,43,27.0,159.26,1,0,0
1465,2009,97,1,Kolkata Knight Riders,SC Ganguly,4,6.0,66.67,0,0,0
1466,2009,97,1,Kolkata Knight Riders,WP Saha,10,5.0,200.0,0,0,0
1467,2009,97,2,Royal Challengers Bangalore,JD Ryder,22,20.0,110.0,0,0,0
1468,2009,97,2,Royal Challengers Bangalore,JH Kallis,32,34.0,94.12,1,0,0
1469,2009,97,2,Royal Challengers Bangalore,LRPL Taylor,81,33.0,245.45,1,1,0
1470,2009,97,2,Royal Challengers Bangalore,MV Boucher,13,10.0,130.0,0,0,0
1471,2009,97,2,Royal Challengers Bangalore,R Dravid,12,12.0,100.0,0,0,0
1472,2009,97,2,Royal Challengers Bangalore,RV Uthappa,7,9.0,77.78,0,0,0
1473,2009,98,1,Kings XI Punjab,B Lee,8,12.0,66.67,0,0,0
1474,2009,98,1,Kings XI Punjab,IK Pathan,0,3.0,0.0,0,0,0
1475,2009,98,1,Kings XI Punjab,K Goel,20,21.0,95.24,0,0,0
1476,2009,98,1,Kings XI Punjab,KC Sangakkara,8,19.0,42.11,0,0,0
1477,2009,98,1,Kings XI Punjab,LA Pomersbach,5,7.0,71.43,0,0,0
1478,2009,98,1,Kings XI Punjab,S Sohal,43,23.0,186.96,1,0,0
1479,2009,98,1,Kings XI Punjab,S Sreesanth,1,10.0,10.0,0,0,0
1480,2009,98,1,Kings XI Punjab,SM Katich,0,2.0,0.0,0,0,0
1481,2009,98,1,Kings XI Punjab,WA Mota,4,7.0,57.14,0,0,0
1482,2009,98,1,Kings XI Punjab,Yuvraj Singh,12,18.0,66.67,0,0,0
1483,2009,98,2,Mumbai Indians,AM Rahane,1,5.0,20.0,0,0,0
1484,2009,98,2,Mumbai Indians,DJ Bravo,70,59.0,118.64,1,1,0
1485,2009,98,2,Mumbai Indians,SR Tendulkar,41,29.0,141.38,1,0,0
1486,2009,98,2,Mumbai Indians,ST Jayasuriya,4,7.0,57.14,0,0,0
1487,2009,99,1,Delhi Daredevils,A Mishra,2,3.0,66.67,0,0,0
1488,2009,99,1,Delhi Daredevils,AB de Villiers,44,36.0,122.22,1,0,0
1489,2009,99,1,Delhi Daredevils,DA Warner,4,6.0,66.67,0,0,0
1490,2009,99,1,Delhi Daredevils,G Gambhir,19,25.0,76.0,0,0,0
1491,2009,99,1,Delhi Daredevils,KD Karthik,44,23.0,191.3,1,0,0
1492,2009,99,1,Delhi Daredevils,R Bhatia,0,1.0,0.0,0,0,0
1493,2009,99,1,Delhi Daredevils,TM Dilshan,37,18.0,205.56,1,0,0
1494,2009,99,1,Delhi Daredevils,V Sehwag,11,10.0,110.0,0,0,0
1495,2009,99,2,Deccan Chargers,A Symonds,41,22.0,186.36,1,0,0
1496,2009,99,2,Deccan Chargers,AC Gilchrist,64,33.0,193.94,1,1,0
1497,2009,99,2,Deccan Chargers,DB Ravi Teja,27,34.0,79.41,0,0,0
1498,2009,99,2,Deccan Chargers,DR Smith,1,2.0,50.0,0,0,0
1499,2009,99,2,Deccan Chargers,PP Ojha,0,2.0,0.0,0,0,0
1500,2009,99,2,Deccan Chargers,RG Sharma,6,7.0,85.71,0,0,0
1501,2009,99,2,Deccan Chargers,RP Singh,0,1.0,0.0,0,0,0
1502,2009,99,2,Deccan Chargers,Shoaib Ahmed,0,1.0,0.0,0,0,0
1503,2009,99,2,Deccan Chargers,TL Suman,3,7.0,42.86,0,0,0
1504,2009,99,2,Deccan Chargers,WPUJC Vaas,10,6.0,166.67,0,0,0
1505,2009,99,2,Deccan Chargers,Y Venugopal Rao,1,3.0,33.33,0,0,0
1506,2009,100,1,Chennai Super Kings,JA Morkel,9,7.0,128.57,0,0,0
1507,2009,100,1,Chennai Super Kings,JDP Oram,7,15.0,46.67,0,0,0
1508,2009,100,1,Chennai Super Kings,L Balaji,0,1.0,0.0,0,0,0
1509,2009,100,1,Chennai Super Kings,M Muralitharan,4,2.0,200.0,0,0,0
1510,2009,100,1,Chennai Super Kings,M Vijay,5,9.0,55.56,0,0,0
1511,2009,100,1,Chennai Super Kings,ML Hayden,60,38.0,157.89,1,1,0
1512,2009,100,1,Chennai Super Kings,MS Dhoni,18,20.0,90.0,0,0,0
1513,2009,100,1,Chennai Super Kings,S Badrinath,2,9.0,22.22,0,0,0
1514,2009,100,1,Chennai Super Kings,SB Jakati,7,7.0,100.0,0,0,0
1515,2009,100,1,Chennai Super Kings,SK Raina,13,10.0,130.0,0,0,0
1516,2009,100,2,Royal Challengers Bangalore,B Akhil,0,2.0,0.0,0,0,0
1517,2009,100,2,Royal Challengers Bangalore,JH Kallis,0,1.0,0.0,0,0,0
1518,2009,100,2,Royal Challengers Bangalore,LRPL Taylor,46,50.0,92.0,1,0,0
1519,2009,100,2,Royal Challengers Bangalore,MV Boucher,5,5.0,100.0,0,0,0
1520,2009,100,2,Royal Challengers Bangalore,P Kumar,12,6.0,200.0,0,0,0
1521,2009,100,2,Royal Challengers Bangalore,R Dravid,8,7.0,114.29,0,0,0
1522,2009,100,2,Royal Challengers Bangalore,R Vinay Kumar,6,2.0,300.0,0,0,0
1523,2009,100,2,Royal Challengers Bangalore,RE van der Merwe,3,6.0,50.0,0,0,0
1524,2009,100,2,Royal Challengers Bangalore,RV Uthappa,6,4.0,150.0,0,0,0
1525,2009,100,2,Royal Challengers Bangalore,V Kohli,38,35.0,108.57,1,0,0
1526,2009,101,1,Rajasthan Royals,GC Smith,19,19.0,100.0,0,0,0
1527,2009,101,1,Rajasthan Royals,J Botha,2,3.0,66.67,0,0,0
1528,2009,101,1,Rajasthan Royals,NV Ojha,1,4.0,25.0,0,0,0
1529,2009,101,1,Rajasthan Royals,RA Jadeja,42,32.0,131.25,1,0,0
1530,2009,101,1,Rajasthan Royals,RJ Quiney,51,40.0,127.5,1,1,0
1531,2009,101,1,Rajasthan Royals,SD Chitnis,6,8.0,75.0,0,0,0
1532,2009,101,1,Rajasthan Royals,YK Pathan,17,14.0,121.43,0,0,0
1533,2009,101,2,Mumbai Indians,AM Nayar,35,18.0,194.44,1,0,0
1534,2009,101,2,Mumbai Indians,AM Rahane,3,7.0,42.86,0,0,0
1535,2009,101,2,Mumbai Indians,C Nanda,0,1.0,0.0,0,0,0
1536,2009,101,2,Mumbai Indians,DJ Bravo,1,3.0,33.33,0,0,0
1537,2009,101,2,Mumbai Indians,DS Kulkarni,1,4.0,25.0,0,0,0
1538,2009,101,2,Mumbai Indians,Harbhajan Singh,7,8.0,87.5,0,0,0
1539,2009,101,2,Mumbai Indians,JP Duminy,4,5.0,80.0,0,0,0
1540,2009,101,2,Mumbai Indians,SL Malinga,0,1.0,0.0,0,0,0
1541,2009,101,2,Mumbai Indians,SR Tendulkar,40,30.0,133.33,1,0,0
1542,2009,101,2,Mumbai Indians,ST Jayasuriya,16,21.0,76.19,0,0,0
1543,2009,101,2,Mumbai Indians,YV Takawale,18,22.0,81.82,0,0,0
1544,2009,102,1,Delhi Daredevils,A Nehra,1,1.0,100.0,0,0,0
1545,2009,102,1,Delhi Daredevils,AB de Villiers,11,11.0,100.0,0,0,0
1546,2009,102,1,Delhi Daredevils,DL Vettori,1,2.0,50.0,0,0,0
