Name,City,Country Code,Days,Start,End
ma chicago,Boston,US,6,0800,2100
ma chicago,Boston,US,1,1100,2200
ma chicago,Boston,US,2,1100,2200
ma chicago,Boston,US,3,1100,2200
ma chicago,Boston,US,4,1100,2200
ma chicago,Boston,US,5,1100,2200
ma chicago,Boston,US,6,1100,2200
ma chicago,Las Vegas,US,0,1100,2200
ma chicago,Las Vegas,US,1,1100,2200
ma chicago,Las Vegas,US,2,1100,2200
ma chicago,Las Vegas,US,3,1100,2200
ma chicago,Las Vegas,US,4,1100,2200
ma chicago,Las Vegas,US,5,1100,2200
ma chicago,Detroit,US,1,1100,1900
ma chicago,Detroit,US,2,1100,1900
ma chicago,Detroit,US,3,1100,1900
ma chicago,Detroit,US,4,1100,1900
ma chicago,Detroit,US,5,1100,1900
ma chicago,Detroit,US,6,1230,1700
ma chicago,Las Vegas,US,2,1630,2200
ma chicago,Las Vegas,US,3,1630,2200
ma chicago,Las Vegas,US,4,1630,2200
ma chicago,Las Vegas,US,5,1630,2200
ma chicago,Las Vegas,US,6,1630,2200
ma chicago,San Jose,US,1,1100,1430
ma chicago,San Jose,US,1,1700,2100
ma chicago,San Jose,US,2,1100,1430
ma chicago,San Jose,US,2,1700,2100
ma chicago,San Jose,US,3,1100,1430
ma chicago,San Jose,US,3,1700,2100
ma chicago,San Jose,US,4,1100,1430
ma chicago,San Jose,US,4,1700,2100
ma chicago,San Jose,US,5,1100,1430
ma chicago,San Jose,US,5,1700,2100
ma chicago,San Jose,US,6,1100,1430
ma chicago,San Jose,US,6,1700,2100
ma chicago,Birmingham,US,0,1100,2130
ma chicago,Birmingham,US,1,1100,2130
ma chicago,Birmingham,US,2,1100,2130
ma chicago,Birmingham,US,3,1100,2130
ma chicago,Birmingham,US,4,1100,2130
ma chicago,Birmingham,US,6,1100,2130
ma chicago,Las Vegas,US,0,1100,1500
ma chicago,Las Vegas,US,0,1700,2200
ma chicago,Las Vegas,US,1,1100,1500
ma chicago,Las Vegas,US,1,1700,2200
ma chicago,Las Vegas,US,2,1100,1500
ma chicago,Las Vegas,US,2,1700,2200
ma chicago,Las Vegas,US,3,1100,1500
ma chicago,Las Vegas,US,3,1700,2200
ma chicago,Las Vegas,US,4,1100,1500
ma chicago,Las Vegas,US,4,1700,2200
ma chicago,Las Vegas,US,5,1100,1500
ma chicago,Las Vegas,US,5,1700,2200
ma chicago,Las Vegas,US,6,1100,1500
ma chicago,Las Vegas,US,6,1700,2200
ma chicago,San Jose,US,0,1130,2230
ma chicago,San Jose,US,1,1130,2230
ma chicago,San Jose,US,2,1130,2230
ma chicago,San Jose,US,3,1130,2230
ma chicago,San Jose,US,4,1130,2300
ma chicago,San Jose,US,5,1130,2300
ma chicago,San Jose,US,6,1130,2230
ma chicago,Denver,US,0,1100,2200
ma chicago,Denver,US,1,1100,2200
ma chicago,Denver,US,2,1100,2200
ma chicago,Denver,US,3,1100,2200
ma chicago,Denver,US,4,1100,2230
ma chicago,Denver,US,5,1100,2230
ma chicago,Denver,US,6,1100,2130
ma chicago,Brooklyn,US,0,1730,2300
ma chicago,Brooklyn,US,1,1730,2300
ma chicago,Brooklyn,US,2,1730,2300
ma chicago,Brooklyn,US,3,1730,0000
ma chicago,Brooklyn,US,4,1730,0000
ma chicago,Brooklyn,US,5,1130,1600
ma chicago,Brooklyn,US,5,1730,0000
ma chicago,Brooklyn,US,6,1130,1600
ma chicago,Brooklyn,US,6,1730,2300
ma chicago,Phoenix,US,0,1100,2130
ma chicago,Phoenix,US,1,1100,2130
ma chicago,Phoenix,US,2,1100,2130
ma chicago,Phoenix,US,3,1100,2130
ma chicago,Phoenix,US,4,1100,2230
ma chicago,Phoenix,US,5,1100,2230
ma chicago,Phoenix,US,6,1100,2130
ma chicago,Chicago,US,2,1300,2100
ma chicago,Chicago,US,3,1300,2100
ma chicago,Chicago,US,4,1300,2300
ma chicago,Chicago,US,5,1300,2300
ma chicago,Chicago,US,6,1300,2100
ma chicago,Birmingham,US,1,1100,1500
ma chicago,Birmingham,US,1,1730,2130
ma chicago,Birmingham,US,2,1100,1500
ma chicago,Birmingham,US,2,1730,2130
ma chicago,Birmingham,US,3,1100,1500
ma chicago,Birmingham,US,3,1730,2130
ma chicago,Birmingham,US,4,1100,2230
ma chicago,Birmingham,US,5,1100,2230
ma chicago,Birmingham,US,6,1000,2130
ma chicago,San Francisco,US,0,1130,2230
ma chicago,San Francisco,US,1,1130,2230
ma chicago,San Francisco,US,2,1130,2230
ma chicago,San Francisco,US,3,1130,2230
ma chicago,San Francisco,US,4,1130,2230
ma chicago,San Francisco,US,5,1030,2230
ma chicago,San Francisco,US,6,1030,2230
ma chicago,San Jose,US,0,1100,1330
ma chicago,San Jose,US,1,1100,1330
ma chicago,San Jose,US,2,1100,1330
ma chicago,San Jose,US,3,1100,1330
ma chicago,San Jose,US,4,1100,1330
ma chicago,Chicago,US,0,0800,0200
ma chicago,Chicago,US,1,0800,0200
ma chicago,Chicago,US,2,0800,0200
ma chicago,Chicago,US,3,0800,0200
ma chicago,Chicago,US,4,0800,0500
ma chicago,Chicago,US,5,0800,0500
ma chicago,Chicago,US,6,0800,0200
ma chicago,Houston,US,0,0900,2200
ma chicago,Houston,US,1,0900,2200
ma chicago,Houston,US,2,0900,2200
ma chicago,Houston,US,3,0900,2200
ma chicago,Houston,US,4,0900,0000
ma chicago,Houston,US,5,0900,0000
ma chicago,Houston,US,6,0900,2200
ma chicago,Birmingham,US,0,1030,1500
ma chicago,Birmingham,US,1,1030,1500
ma chicago,Birmingham,US,2,1030,1500
ma chicago,Birmingham,US,3,1030,1500
ma chicago,Birmingham,US,4,1030,1500
ma chicago,Chicago,US,0,1600,2300
ma chicago,Chicago,US,1,1600,2300
ma chicago,Chicago,US,2,1600,2300
ma chicago,Chicago,US,3,1600,2300
ma chicago,Chicago,US,4,1600,0000
ma chicago,Chicago,US,5,1130,0000
ma chicago,Chicago,US,6,1130,2300
ma chicago,Chicago,US,0,1100,2230
ma chicago,Chicago,US,1,1100,2230
ma chicago,Chicago,US,2,1100,2230
ma chicago,Chicago,US,3,1100,2230
ma chicago,Chicago,US,4,1100,0000
ma chicago,Chicago,US,5,1000,0000
ma chicago,Chicago,US,6,1000,2230
ma chicago,Detroit,US,0,1100,2300
ma chicago,Detroit,US,1,1100,2300
ma chicago,Detroit,US,2,1100,2300
ma chicago,Detroit,US,3,1100,2300
ma chicago,Detroit,US,4,1100,0000
ma chicago,Detroit,US,5,1100,0000
ma chicago,Detroit,US,6,1100,2300
ma chicago,San Jose,US,0,0630,2200
ma chicago,San Jose,US,1,0630,2200
ma chicago,San Jose,US,2,0630,2200
ma chicago,San Jose,US,3,0630,2200
ma chicago,San Jose,US,4,0630,2200
ma chicago,San Jose,US,5,0630,2200
ma chicago,Denver,US,1,0600,1700
ma chicago,Denver,US,2,0600,1700
ma chicago,Denver,US,3,0600,1700
ma chicago,Denver,US,4,0600,1700
ma chicago,Denver,US,5,0800,1400
ma chicago,Denver,US,6,0800,1400
ma chicago,Charlotte,US,0,1000,2030
ma chicago,Charlotte,US,1,1000,2030
ma chicago,Charlotte,US,2,1000,2030
ma chicago,Charlotte,US,3,1000,2030
ma chicago,Charlotte,US,4,1000,2030
ma chicago,Charlotte,US,5,1100,1930
ma chicago,Boston,US,0,0630,2100
ma chicago,Boston,US,1,0630,2100
ma chicago,Boston,US,2,0630,2100
ma chicago,Boston,US,3,0630,2100
ma chicago,Boston,US,4,0630,1900
ma chicago,Boston,US,5,0730,1430
ma chicago,Houston,US,0,1100,2100
ma chicago,Houston,US,1,1100,2100
ma chicago,Houston,US,2,1100,2100
ma chicago,Houston,US,3,1100,2100
ma chicago,Houston,US,4,1100,2300
ma chicago,Houston,US,5,1100,2200
ma chicago,Houston,US,6,1200,1800
ma chicago,Washington,US,0,1030,2100
ma chicago,Washington,US,1,1030,2100
ma chicago,Washington,US,2,1030,2100
ma chicago,Washington,US,3,1030,2100
ma chicago,Washington,US,4,1030,2100
ma chicago,Washington,US,5,1030,2100
ma chicago,Washington,US,6,1100,2000
ma chicago,Birmingham,US,0,1000,1700
ma chicago,Birmingham,US,1,1000,1700
ma chicago,Birmingham,US,2,1000,1700
ma chicago,Birmingham,US,3,1000,1700
ma chicago,Birmingham,US,4,1000,1700
ma chicago,Detroit,US,0,1100,1900
ma chicago,Detroit,US,1,1100,1900
ma chicago,Detroit,US,2,1100,1900
ma chicago,Detroit,US,3,1100,1900
ma chicago,Detroit,US,4,1100,1900
ma chicago,Las Vegas,US,0,0900,2200
ma chicago,Las Vegas,US,1,0900,2200
ma chicago,Las Vegas,US,2,0900,2200
ma chicago,Las Vegas,US,3,0900,2200
ma chicago,Las Vegas,US,4,0900,2200
ma chicago,Las Vegas,US,5,0900,2200
ma chicago,Las Vegas,US,6,0900,2200
ma chicago,Chicago,US,0,1100,2200
ma chicago,Chicago,US,1,1100,2200
ma chicago,Chicago,US,2,1100,2200
ma chicago,Chicago,US,3,1100,2200
ma chicago,Chicago,US,4,1100,2300
ma chicago,Chicago,US,5,1100,2300
ma chicago,Chicago,US,6,1100,2200
ma chicago,Seattle,US,0,1130,1500
ma chicago,Seattle,US,0,1700,2100
ma chicago,Seattle,US,1,1130,1500
ma chicago,Seattle,US,1,1700,2100
ma chicago,Seattle,US,2,1130,1500
ma chicago,Seattle,US,2,1700,2100
ma chicago,Seattle,US,3,1130,1500
ma chicago,Seattle,US,3,1700,2100
ma chicago,Seattle,US,4,1130,1500
ma chicago,Seattle,US,4,1700,2100
ma chicago,Seattle,US,5,1130,1500
ma chicago,Seattle,US,5,1700,2100
ma chicago,Denver,US,1,1100,2100
ma chicago,Denver,US,2,1100,2100
ma chicago,Denver,US,3,1100,2200
ma chicago,Denver,US,4,1100,2200
ma chicago,Denver,US,5,1100,2200
ma chicago,Denver,US,6,1100,2100
ma chicago,Houston,US,0,1100,2200
ma chicago,Houston,US,1,1100,2200
ma chicago,Houston,US,2,1100,2200
ma chicago,Houston,US,3,1100,2200
ma chicago,Houston,US,4,1100,2200
ma chicago,Houston,US,5,1100,2200
ma chicago,Houston,US,6,1100,2200
ma chicago,New York,US,0,1130,2230
ma chicago,New York,US,1,1130,2230
ma chicago,New York,US,2,1130,2230
ma chicago,New York,US,3,1130,2230
ma chicago,New York,US,4,1130,2300
ma chicago,New York,US,5,1130,2300
ma chicago,New York,US,6,1130,2230
ma chicago,Washington,US,0,0800,1700
ma chicago,Washington,US,1,0800,1700
ma chicago,Washington,US,2,0800,1700
ma chicago,Washington,US,3,0800,1700
ma chicago,Washington,US,4,0800,1700
ma chicago,Washington,US,5,0800,1700
ma chicago,Washington,US,6,0800,1630
ma chicago,San Jose,US,0,1000,2000
ma chicago,San Jose,US,1,1000,2000
ma chicago,San Jose,US,2,1000,2000
ma chicago,San Jose,US,3,1000,2000
ma chicago,San Jose,US,4,1000,2000
ma chicago,San Jose,US,5,1000,2000
ma chicago,San Jose,US,6,1000,2000
ma chicago,Houston,US,0,1100,2130
ma chicago,Houston,US,1,1100,2130
ma chicago,Houston,US,2,1100,2130
ma chicago,Houston,US,3,1100,2130
ma chicago,Houston,US,4,1100,2230
ma chicago,Houston,US,5,1600,2230
ma chicago,Houston,US,6,1600,2130
ma chicago,San Jose,US,0,0400,2130
ma chicago,San Jose,US,1,0400,2130
ma chicago,San Jose,US,2,0400,2130
ma chicago,San Jose,US,3,0400,2130
ma chicago,San Jose,US,4,0400,2130
ma chicago,San Jose,US,5,0400,2130
ma chicago,San Jose,US,6,0400,2130
ma chicago,Boston,US,0,1030,2030
ma chicago,Boston,US,1,1030,2030
ma chicago,Boston,US,2,1030,2030
ma chicago,Boston,US,3,1030,2030
ma chicago,Boston,US,4,1030,2030
ma chicago,Boston,US,5,1030,2030
ma chicago,Boston,US,6,1030,2030
ma chicago,Houston,US,0,1100,2100
ma chicago,Houston,US,1,1100,2100
ma chicago,Houston,US,2,1100,2100
ma chicago,Houston,US,3,1100,2100
ma chicago,Houston,US,4,1100,2100
ma chicago,Houston,US,5,1100,2100
ma chicago,Houston,US,6,1100,2100
ma chicago,Phoenix,US,0,1100,2100
ma chicago,Phoenix,US,1,1100,2100
ma chicago,Phoenix,US,2,1100,2100
ma chicago,Phoenix,US,3,1100,2100
ma chicago,Phoenix,US,4,1100,2100
ma chicago,Phoenix,US,5,1100,2100
ma chicago,Phoenix,US,6,1100,2100
ma chicago,Seattle,US,0,1100,2130
ma chicago,Seattle,US,1,1100,2130
ma chicago,Seattle,US,2,1100,2130
ma chicago,Seattle,US,3,1100,2130
ma chicago,Seattle,US,4,1100,2200
ma chicago,Seattle,US,5,0800,2200
ma chicago,Seattle,US,6,0800,2130
ma chicago,New York,US,0,1100,0000
ma chicago,New York,US,1,1100,0000
ma chicago,New York,US,2,1100,0000
ma chicago,New York,US,3,1100,0000
ma chicago,New York,US,4,1100,0000
ma chicago,New York,US,5,1100,0000
ma chicago,New York,US,6,1100,0000
ma chicago,Chicago,US,1,0700,2200
ma chicago,Chicago,US,2,0700,2200
ma chicago,Chicago,US,3,0700,2200
ma chicago,Chicago,US,4,0700,2300
ma chicago,Chicago,US,5,0900,2300
ma chicago,Chicago,US,6,0900,2200
ma chicago,Denver,US,0,1700,2100
ma chicago,Denver,US,1,1700,2100
ma chicago,Denver,US,2,1700,2200
ma chicago,Denver,US,3,1700,2200
ma chicago,Denver,US,4,1700,2300
ma chicago,Denver,US,5,1300,2300
ma chicago,Denver,US,6,1300,2100
ma chicago,San Francisco,US,0,0900,2100
ma chicago,San Francisco,US,1,0900,2100
ma chicago,San Francisco,US,2,0900,2100
ma chicago,San Francisco,US,3,0900,2100
ma chicago,San Francisco,US,4,0900,2100
ma chicago,San Francisco,US,5,0900,2100
ma chicago,Denver,US,0,1100,0000
ma chicago,Denver,US,1,1100,0000
ma chicago,Denver,US,2,1100,0000
ma chicago,Denver,US,3,1100,0200
ma chicago,Denver,US,4,1100,0200
ma chicago,Denver,US,5,1100,0200
ma chicago,Denver,US,6,1100,0000
ma chicago,Charlotte,US,0,1000,2200
ma chicago,Charlotte,US,1,1000,2200
ma chicago,Charlotte,US,2,1000,2200
ma chicago,Charlotte,US,3,1000,2200
ma chicago,Charlotte,US,4,1000,2200
ma chicago,Charlotte,US,5,1000,2200
ma chicago,Charlotte,US,6,1000,2200
ma chicago,San Francisco,US,0,0800,2230
ma chicago,San Francisco,US,1,0800,2230
ma chicago,San Francisco,US,2,0800,2230
ma chicago,San Francisco,US,3,0800,2230
ma chicago,San Francisco,US,4,0800,2300
ma chicago,San Francisco,US,5,0800,2300
ma chicago,San Francisco,US,6,0800,2230
ma chicago,Las Vegas,US,1,1130,2000
ma chicago,Las Vegas,US,2,1130,2000
ma chicago,Las Vegas,US,3,1130,2000
ma chicago,Las Vegas,US,4,1130,2000
ma chicago,Las Vegas,US,5,1130,2000
ma chicago,Denver,US,0,1500,2200
ma chicago,Denver,US,1,1500,2200
ma chicago,Denver,US,2,1500,2200
ma chicago,Denver,US,3,1500,2200
ma chicago,Denver,US,4,1100,2300
ma chicago,Denver,US,5,1100,2300
ma chicago,Denver,US,6,1100,2200
ma chicago,Birmingham,US,0,0630,1500
ma chicago,Birmingham,US,1,0630,1500
ma chicago,Birmingham,US,2,0630,1500
ma chicago,Birmingham,US,3,0630,1500
ma chicago,Birmingham,US,4,0630,1500
ma chicago,Birmingham,US,5,0700,1400
ma chicago,Detroit,US,0,1600,2300
ma chicago,Detroit,US,1,1600,2300
ma chicago,Detroit,US,2,1600,2300
ma chicago,Detroit,US,3,1600,2300
ma chicago,Detroit,US,4,1200,0000
ma chicago,Detroit,US,5,1200,0000
ma chicago,Detroit,US,6,1200,0000
ma chicago,San Francisco,US,0,1730,2300
ma chicago,San Francisco,US,1,1730,2300
ma chicago,San Francisco,US,2,1730,2300
ma chicago,San Francisco,US,3,1730,2300
ma chicago,San Francisco,US,4,1730,2300
ma chicago,San Francisco,US,5,1000,2300
ma chicago,San Francisco,US,6,1000,2300
ma chicago,New York,US,0,1700,2200
ma chicago,New York,US,1,1700,2200
ma chicago,New York,US,2,1700,2230
ma chicago,New York,US,3,1700,2230
ma chicago,New York,US,4,1700,2300
ma chicago,New York,US,5,1130,2300
ma chicago,New York,US,6,1130,2200
ma chicago,Washington,US,0,1600,0100
ma chicago,Washington,US,1,1600,0100
ma chicago,Washington,US,2,1600,0100
ma chicago,Washington,US,3,1600,0100
ma chicago,Washington,US,4,1600,0200
ma chicago,Washington,US,5,1200,0200
ma chicago,Washington,US,6,1200,0100
ma chicago,San Jose,US,1,1100,2100
ma chicago,San Jose,US,2,1100,2100
ma chicago,San Jose,US,3,1100,2100
ma chicago,San Jose,US,4,1100,2100
ma chicago,San Jose,US,5,1100,2100
ma chicago,San Jose,US,6,1100,2100
ma chicago,Boston,US,0,1100,0000
ma chicago,Boston,US,1,1100,0000
ma chicago,Boston,US,2,1100,0000
ma chicago,Boston,US,3,1100,0000
ma chicago,Boston,US,4,1100,0000
ma chicago,Boston,US,5,1100,0000
ma chicago,Boston,US,6,1100,0000
ma chicago,Seattle,US,0,1700,0100
ma chicago,Seattle,US,1,1700,0100
ma chicago,Seattle,US,2,1700,0100
ma chicago,Seattle,US,3,1700,0100
ma chicago,Seattle,US,4,1700,0200
ma chicago,Seattle,US,5,1700,0200
ma chicago,Seattle,US,6,1700,0200
ma chicago,New York,US,0,1130,2230
ma chicago,New York,US,1,1130,2300
ma chicago,New York,US,2,1130,2300
ma chicago,New York,US,3,1130,2300
ma chicago,New York,US,4,1130,0000
ma chicago,New York,US,5,1630,2330
ma chicago,New York,US,6,1630,2300
ma chicago,Boston,US,0,1700,0000
ma chicago,Boston,US,1,1700,0000
ma chicago,Boston,US,2,1700,0000
ma chicago,Boston,US,3,1700,0100
ma chicago,Boston,US,4,1700,0100
ma chicago,Boston,US,5,1000,0100
ma chicago,Boston,US,6,1000,0000
ma chicago,Detroit,US,0,1100,0200
ma chicago,Detroit,US,1,1100,0200
ma chicago,Detroit,US,2,1100,0200
ma chicago,Detroit,US,3,1100,0200
ma chicago,Detroit,US,4,1100,0200
ma chicago,Detroit,US,5,1200,0200
ma chicago,Washington,US,0,1100,2230
ma chicago,Washington,US,1,1100,2230
ma chicago,Washington,US,2,1100,2230
ma chicago,Washington,US,3,1100,2330
ma chicago,Washington,US,4,1100,0000
ma chicago,Washington,US,5,1000,0000
ma chicago,Washington,US,6,1000,2230
ma chicago,Seattle,US,0,1130,2100
ma chicago,Seattle,US,1,1130,2200
ma chicago,Seattle,US,2,1130,2200
ma chicago,Seattle,US,3,1130,2200
ma chicago,Seattle,US,4,1130,2200
ma chicago,Seattle,US,5,0900,1400
ma chicago,Seattle,US,5,1700,2200
ma chicago,Seattle,US,6,0900,1400
ma chicago,Seattle,US,6,1700,2100
ma chicago,San Jose,US,1,1130,2030
ma chicago,San Jose,US,2,1130,2030
ma chicago,San Jose,US,3,1130,2030
ma chicago,San Jose,US,4,1130,2030
ma chicago,San Jose,US,5,1130,2030
ma chicago,San Jose,US,6,1100,2000
ma chicago,Boston,US,0,1700,0200
ma chicago,Boston,US,1,1700,0200
ma chicago,Boston,US,2,1700,0200
ma chicago,Boston,US,3,1700,0200
ma chicago,Boston,US,4,1700,0200
ma chicago,Boston,US,5,1700,0200
ma chicago,Boston,US,6,1100,0200
ma chicago,Seattle,US,0,0700,2100
ma chicago,Seattle,US,1,0700,2100
ma chicago,Seattle,US,2,0700,2100
ma chicago,Seattle,US,3,0700,2100
ma chicago,Seattle,US,4,0700,2200
ma chicago,Seattle,US,5,0700,2200
ma chicago,Seattle,US,6,0700,1530
ma chicago,Houston,US,0,1600,2200
ma chicago,Houston,US,2,1600,2200
ma chicago,Houston,US,3,1600,2200
ma chicago,Houston,US,4,1600,2300
ma chicago,Houston,US,5,1100,2300
ma chicago,Houston,US,6,1100,2000
ma chicago,Washington,US,0,0700,1600
ma chicago,Washington,US,1,0700,1600
ma chicago,Washington,US,2,0700,1600
ma chicago,Washington,US,3,0700,1600
ma chicago,Washington,US,4,0700,1600
ma chicago,Phoenix,US,0,0700,1600
ma chicago,Phoenix,US,1,0700,1600
ma chicago,Phoenix,US,2,0700,1600
ma chicago,Phoenix,US,3,0700,1600
ma chicago,Phoenix,US,4,0700,1600
ma chicago,Boston,US,0,0630,2300
ma chicago,Boston,US,1,0630,2300
ma chicago,Boston,US,2,0630,2300
ma chicago,Boston,US,3,0630,0100
ma chicago,Boston,US,4,0630,0100
ma chicago,Boston,US,5,0700,0100
ma chicago,Boston,US,6,0700,2300
ma chicago,Washington,US,0,1130,0000
ma chicago,Washington,US,1,1130,0000
ma chicago,Washington,US,2,1130,0000
ma chicago,Washington,US,3,1130,0100
ma chicago,Washington,US,4,1130,0300
ma chicago,Washington,US,5,1100,0300
ma chicago,Washington,US,6,1100,0000
ma chicago,Detroit,US,0,1100,2000
ma chicago,Detroit,US,1,1100,2000
ma chicago,Detroit,US,2,1100,2000
ma chicago,Detroit,US,3,1100,2000
ma chicago,Detroit,US,4,1100,2200
ma chicago,Detroit,US,5,1100,2000
ma chicago,Seattle,US,1,1100,1600
ma chicago,Seattle,US,1,1700,2200
ma chicago,Seattle,US,2,1100,1600
ma chicago,Seattle,US,2,1700,2200
ma chicago,Seattle,US,3,1100,1600
ma chicago,Seattle,US,3,1700,2200
ma chicago,Seattle,US,4,1100,1600
ma chicago,Seattle,US,4,1700,2200
ma chicago,Seattle,US,5,1100,2200
ma chicago,Detroit,US,0,1030,1900
ma chicago,Detroit,US,1,1030,1900
ma chicago,Detroit,US,2,1030,1900
ma chicago,Detroit,US,3,1030,1900
ma chicago,Detroit,US,4,1030,1900
ma chicago,Houston,US,0,1000,2100
ma chicago,Houston,US,1,1000,2100
ma chicago,Houston,US,2,1000,2100
ma chicago,Houston,US,3,1000,2100
ma chicago,Houston,US,4,1000,2100
ma chicago,Houston,US,5,0900,2100
ma chicago,Houston,US,6,1000,2100
ma chicago,Boston,US,0,1130,2200
ma chicago,Boston,US,1,1130,2200
ma chicago,Boston,US,2,1130,2200
ma chicago,Boston,US,3,1130,2200
ma chicago,Boston,US,4,1130,2300
ma chicago,Boston,US,5,1130,2300
ma chicago,Boston,US,6,1130,2200
ma chicago,Las Vegas,US,0,1800,2230
ma chicago,Las Vegas,US,1,1800,2230
ma chicago,Las Vegas,US,2,1800,2230
ma chicago,Las Vegas,US,3,1800,2230
ma chicago,Las Vegas,US,4,1800,2300
ma chicago,Las Vegas,US,5,1800,2300
ma chicago,Las Vegas,US,6,1800,2230
ma chicago,Detroit,US,0,1000,2200
ma chicago,Detroit,US,1,1000,2200
ma chicago,Detroit,US,2,1000,2200
ma chicago,Detroit,US,3,1000,2200
ma chicago,Detroit,US,4,1000,2200
ma chicago,Detroit,US,5,1000,2200
ma chicago,Detroit,US,6,1000,2200
ma chicago,Detroit,US,1,1600,0000
ma chicago,Detroit,US,2,1600,0000
ma chicago,Detroit,US,3,1600,0000
ma chicago,Detroit,US,4,1600,0100
ma chicago,Detroit,US,5,1700,0130
ma chicago,Detroit,US,6,1100,2200
ma chicago,Boston,US,0,0800,1800
ma chicago,Boston,US,1,0800,1800
ma chicago,Boston,US,2,0800,1800
ma chicago,Boston,US,3,0800,1800
ma chicago,Boston,US,4,0800,1800
ma chicago,Boston,US,0,0700,1400
ma chicago,Boston,US,1,0700,1400
ma chicago,Boston,US,2,0700,1400
ma chicago,Boston,US,3,0700,1400
ma chicago,Boston,US,4,0700,1400
ma chicago,Washington,US,0,1100,0200
ma chicago,Washington,US,1,1100,0200
ma chicago,Washington,US,2,1100,0200
ma chicago,Washington,US,3,1100,0200
ma chicago,Washington,US,4,1100,0300
ma chicago,Washington,US,5,1000,0300
ma chicago,Washington,US,6,0900,0200
ma chicago,Charlotte,US,0,1100,2200
ma chicago,Charlotte,US,1,1100,2200
ma chicago,Charlotte,US,2,1100,2200
ma chicago,Charlotte,US,3,1100,2200
ma chicago,Charlotte,US,4,1100,2300
ma chicago,Charlotte,US,5,1100,2300
ma chicago,Charlotte,US,6,1100,2200
ma chicago,Detroit,US,0,1600,2200
ma chicago,Detroit,US,1,1600,2200
ma chicago,Detroit,US,2,1600,2200
ma chicago,Detroit,US,3,1600,2200
ma chicago,Detroit,US,4,1600,2300
ma chicago,Detroit,US,5,1700,2300
ma chicago,Phoenix,US,0,1100,2300
ma chicago,Phoenix,US,1,1100,2300
ma chicago,Phoenix,US,2,1100,2300
ma chicago,Phoenix,US,3,1100,2300
ma chicago,Phoenix,US,4,1100,0100
ma chicago,Phoenix,US,5,1100,0100
ma chicago,Phoenix,US,6,1000,2200
ma chicago,Boston,US,0,0800,2200
ma chicago,Boston,US,1,0800,2200
ma chicago,Boston,US,2,0800,2200
ma chicago,Boston,US,3,0800,2200
ma chicago,Boston,US,4,0800,2300
ma chicago,Boston,US,5,0800,2300
ma chicago,Boston,US,6,0800,2200
ma chicago,Detroit,US,0,1100,2000
ma chicago,Detroit,US,1,1100,2000
ma chicago,Detroit,US,2,1100,2000
ma chicago,Detroit,US,3,1100,2000
ma chicago,Detroit,US,4,1100,2000
ma chicago,Chicago,US,1,1700,2100
ma chicago,Chicago,US,2,1700,2100
ma chicago,Chicago,US,3,1700,2100
ma chicago,Chicago,US,4,1700,2200
ma chicago,Chicago,US,5,1400,2200
ma chicago,Chicago,US,6,1400,2100
ma chicago,Birmingham,US,0,1100,2200
ma chicago,Birmingham,US,1,1100,2200
ma chicago,Birmingham,US,2,1100,2200
ma chicago,Birmingham,US,3,1100,2200
ma chicago,Birmingham,US,4,1100,2300
ma chicago,Birmingham,US,5,0930,2300
ma chicago,Birmingham,US,6,0930,2200
ma chicago,San Francisco,US,0,1130,1330
ma chicago,San Francisco,US,0,1700,2300
ma chicago,San Francisco,US,1,1130,1330
ma chicago,San Francisco,US,1,1700,2300
ma chicago,San Francisco,US,2,1130,1330
ma chicago,San Francisco,US,2,1700,2300
ma chicago,San Francisco,US,3,1130,1330
ma chicago,San Francisco,US,3,1700,2300
ma chicago,San Francisco,US,4,1130,1330
ma chicago,San Francisco,US,4,1700,2300
ma chicago,San Francisco,US,5,1700,2300
ma chicago,New York,US,0,0800,2000
ma chicago,New York,US,1,0800,2000
ma chicago,New York,US,2,0800,2000
ma chicago,New York,US,3,0800,2000
ma chicago,New York,US,4,0800,2000
ma chicago,New York,US,5,0800,2000
ma chicago,New York,US,6,0800,2000
ma chicago,Houston,US,0,0630,2200
ma chicago,Houston,US,1,0630,2200
ma chicago,Houston,US,2,0630,2200
ma chicago,Houston,US,3,0630,2200
ma chicago,Houston,US,4,0630,2300
ma chicago,Houston,US,5,0630,2300
ma chicago,Houston,US,6,0630,2200
ma chicago,Boston,US,0,0700,2000
ma chicago,Boston,US,1,0700,2000
ma chicago,Boston,US,2,0700,2000
ma chicago,Boston,US,3,0700,2000
ma chicago,Boston,US,4,0700,2000
ma chicago,Boston,US,5,0900,2000
ma chicago,Boston,US,6,1000,2000
ma chicago,New York,US,1,1200,1515
ma chicago,New York,US,1,1730,2300
ma chicago,New York,US,2,1200,1515
ma chicago,New York,US,2,1730,2300
ma chicago,New York,US,3,1200,1515
ma chicago,New York,US,3,1730,2300
ma chicago,New York,US,4,1200,1515
ma chicago,New York,US,4,1730,2300
ma chicago,New York,US,5,1200,1515
ma chicago,New York,US,5,1730,2300
ma chicago,New York,US,6,1200,1515
ma chicago,New York,US,6,1730,2300
ma chicago,Las Vegas,US,0,0000,0000
ma chicago,Las Vegas,US,1,0000,0000
ma chicago,Las Vegas,US,2,0000,0000
ma chicago,Las Vegas,US,3,0000,0000
ma chicago,Las Vegas,US,4,0000,0000
ma chicago,Las Vegas,US,5,0000,0000
ma chicago,Las Vegas,US,6,0000,0000
ma chicago,Denver,US,0,1100,1400
